season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,commentary,link
2022.0,1304080,DC v RR,DC,RR,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,SN Thakur,Shardul Thakur,10,7,13,0,1,142.85,False,False,"{'wickets': 6, 'runs': 157}",15.3,run out (Parag/&dagger;Samson),"length ball on fourth stump, slaps this to wide long-on, Shardul is hesitant turning back for the second but Lalit wanted it and turned hard for the non-striker's end. Riyan Parag charges hard and fires a bullet to Samson, who whips the bails off with Shardul a foot short. His path back to the striker's end didn't help matters. Ran a pronounced zig-zag, probably covered 24 yards instead of 22 trying to make the second.",
2022.0,1304080,DC v RR,DC,RR,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,R Powell,Rovman Powell,36,15,29,0,5,240.00,False,False,"{'wickets': 8, 'runs': 207}",19.6,c &dagger;Samson b McCoy,"length ball on the stumps, Powell skies a heave behind the stumps and it swirls around for Samson to settle under and take it tumbling to the ground. An anticlimactic end after what happened minutes earlier.",
2022.0,1304080,DC v RR,DC,RR,"Wankhede Stadium, Mumbai",Mumbai,India,DC,2,Kuldeep Yadav,Kuldeep Yadav,0,3,12,0,0,0.00,False,True,{},,not out,,
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,MI,1,RG Sharma,Rohit Sharma,0,2,4,0,0,0.00,True,False,"{'wickets': 1, 'runs': 0}",0.2,c Santner b Mukesh Choudhary,"that is catching practice for mid-on. Just a nothing little push to a length-ball inswinger, unable to keep it down even though he is not looking to hit a boundary off it. Easy catch for mid-on",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,MI,1,Ishan Kishan,Ishan Kishan,0,1,8,0,0,0.00,False,False,"{'wickets': 2, 'runs': 2}",0.5, b Mukesh Choudhary,"Kishan is on his knees. The off stump has gone for a walk. Swinging yorker. Okay not quite a yorker. A half-volley more like, but it ha swung late, and Kishan has played the wrong line. He is off his feet as he gets into a tangle, and the ball takes out the off stump. Both openers gone in the first over. Projected score 158 now",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,MI,1,D Brevis,Dewald Brevis,4,7,16,0,0,57.14,False,False,"{'wickets': 3, 'runs': 23}",2.6,c &dagger;Dhoni b Mukesh Choudhary,"and Choudhary makes sure Jadeja's drop doesn't cost them much. He sees Brevis walking at him, Choudhary bowls the slower offcutter, in his half, Brevis looks for a sort of upper-cut, but the extra bounce does him in. Edged to Dhoni",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,MI,1,SA Yadav,Suryakumar Yadav,32,21,31,3,1,152.38,False,False,"{'wickets': 4, 'runs': 47}",7.3,c Mukesh Choudhary b Santner,"Santner has a wicket finally after the drop in his first over. And he has the big one. Surya has been given no room by the spinners, and they have had a strong leg-side field. So the boundary options for Surya are to go over the leg-side field. He did that against Theekshana, but gets a flat top edge on the same sweep against Santner. Taken at deep square leg",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,MI,1,NT Tilak Varma,Tilak Varma,51,43,85,3,2,118.60,False,True,{},,not out,,
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,MI,1,HR Shokeen,Hrithik Shokeen,25,25,25,3,0,100.00,False,False,"{'wickets': 5, 'runs': 85}",13.3,c Uthappa b Bravo,"down the wicket this time, and again a move a touch too early. Bravo digs in a bouncer, Shokeen goes ahead with a big shot, skies one to mid-off where Uthappa takes it calmly",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,MI,1,KA Pollard,Kieron Pollard,14,9,17,1,1,155.55,False,False,"{'wickets': 6, 'runs': 111}",16.2,c Dube b Theekshana,"and Pollard has found that very straight long-on. This is short of a length, Pollard goes back to pull him down the ground, looking to go dead straight, but he this has come off the toe end and goes shoulder high to that very fielder. CSK overjoyed",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,MI,1,DR Sams,Daniel Sams,5,3,8,1,0,166.66,False,False,"{'wickets': 7, 'runs': 120}",17.2,lbw b Bravo,"dipping yorker. Slower ball dies on him dramatically and hits him on the pad as he is shuffling across for a big hit. Given out lbw. Reviewed too. The only question is if he has got himself outside the line. The replays show the ball dipping, falling inches short of the toe, turning in to impact the pad on off. It returns an umpire's call on impact, but is hitting flush. The original decision stays",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,MI,1,JD Unadkat,Jaydev Unadkat,19,9,16,1,1,211.11,False,True,{},,not out,,
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,2,RD Gaikwad,Ruturaj Gaikwad,0,1,2,0,0,0.00,False,False,"{'wickets': 1, 'runs': 0}",0.1,c Tilak Varma b Sams,"<strong>picks out backward point with a half-tracker first ball!</strong> Short and wide angled across seventh stump at 139 kph, there to crack with a blistering cut but doesn't keep it down and doesn't try to elevate it either. Middles it straight to Tilak at chest height behind square, where Tilak takes a bunny hop to get his hands in line and cushion the take.",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,2,RV Uthappa,Robin Uthappa,30,25,50,2,2,120.00,False,False,"{'wickets': 3, 'runs': 66}",8.6,c Brevis b Unadkat,"back of a length angled across fifth stump, Uthappa shuffles across trying to play a short arm jab paddle pull cheekily behind square but doesn't get it wide enough of Brevis at deep backward square leg and picks him out at chest height 10 yards in from the rope for a simple catch.",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,2,MJ Santner,Mitchell Santner,11,9,13,2,0,122.22,False,False,"{'wickets': 2, 'runs': 16}",2.3,c Unadkat b Sams,"<strong>bounced out!</strong> Similar ball that Sams bowled to end the first over that Santner spanked over wide mid-on, but this time bowled tighter on a fourth or fifth stump line to cramp Santner slightly for room. Goes to pull this and top edges this to mid-on where Unadkat waits several seconds for the ball to come down before grasping onto it with elbows tucked into his torso and palms facing in.",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,2,AT Rayudu,Ambati Rayudu,40,35,63,2,3,114.28,False,False,"{'wickets': 5, 'runs': 102}",14.5,c Pollard b Sams,"<strong>goodness what a ball to get out to! Meatball of a full toss on the knees is skewed to Pollard at long-off!</strong> Junk sent down by Sams, but it's clearly his day when he can get a fourth with this kind of ball. Could have easily been deposited over midwicket but Rayudu awkwardly tried to punch this straight back over mid-on and instead it came off the outer half of the bat floating toward Pollard, who charged forward 20 yards off the rope and dove forward to pouch it with his bucket hands.",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,2,S Dube,Shivam Dube,13,14,18,0,1,92.85,False,False,"{'wickets': 4, 'runs': 88}",12.5,c &dagger;Ishan Kishan b Sams,"<strong>perfect delivery, sensational catch!</strong> Sams bangs this back of a length in the fifth stump channel at full pace angling it in toward off, flat-footed poke by Dube clips the edge and flies high toward Kishan's left at chest height. He does a salmon leap sideways to snaffle it.",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,2,RA Jadeja,Ravindra Jadeja,3,8,19,0,0,37.50,True,False,"{'wickets': 6, 'runs': 106}",15.4,c Tilak Varma b Meredith,"slower ball lands full and this time within the wide guidelines at 113 kph forcing Jadeja to play at this but he's through the shot too early, shovels this high toward long-off, basic catch taken by Tilak running in and falling forward on his knees to claim it at waist height.",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,2,MS Dhoni,MS Dhoni,28,13,34,3,1,215.38,False,True,{},,not out,,
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,2,D Pretorius,Dwaine Pretorius,22,14,23,2,1,157.14,False,False,"{'wickets': 7, 'runs': 139}",19.1,lbw b Unadkat,"Pretorius shuffles way across his stumps and misses flicking across the line to a yorker. Looks stone dead live but umpire Oxenford gives it not out and they scamper a leg bye. <strong>Rohit calls for DRS immediately. </strong> Live, it looked like the ball pitched in line with leg stump. That was the only doubt. If it was, he's a gonner. <strong>Ball-tracking indeed shows the ball pitched in line. Oxenford has to overturn his decision to out!</strong> Pretorius was so far across his stumps, you could see leg stump showing live, so it was surprising that it was given not out on field.",
2022.0,1304079,MI v CSK,MI,CSK,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,CSK,2,DJ Bravo,Dwayne Bravo,1,1,6,0,0,100.00,False,True,{},,not out,,
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,MA Agarwal,Mayank Agarwal,24,15,23,4,0,160.00,True,False,"{'wickets': 2, 'runs': 35}",4.3, b Mustafizur Rahman,"<strong>Chops it on!</strong> It was a back of a good length that was going away with the angle just outside off, The body went to the left as the bat reached out as he tried to dab it to third man. It took the inside edge and went back to hit the stumps on the bounce",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,S Dhawan,Shikhar Dhawan,9,10,19,1,0,90.00,False,False,"{'wickets': 1, 'runs': 33}",3.4,c &dagger;Pant b Lalit Yadav,"<strong>Whack-pulls a length ball to the keeper!</strong> It was going down leg, Dhawan made room and came back across and tried to hard-paddle, whack-pull, what have you past short-fine leg along the ground. It hit the sticker of the bat and went to the right of Pant, who moved and took it well. Dhawan walked straight after before being given by the umpire.",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,JM Bairstow,Jonny Bairstow,9,8,19,2,0,112.50,False,False,"{'wickets': 4, 'runs': 54}",6.4,c Mustafizur Rahman b Ahmed,"<strong>Pulled straight to deep-fine leg!</strong> It was a length ball on the hips, Bairstow went back in the crease and judged the length well. However, the placement of the pull was the conundrum, as the the Fizz, took it comfortably under the bread-basket",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,LS Livingstone,Liam Livingstone,2,3,6,0,0,66.66,False,False,"{'wickets': 3, 'runs': 46}",5.3,st &dagger;Pant b Patel,"<strong>Runs down the ground and misses the straight loft, gets stumped!</strong> It was a good length ball over off, it straightened after pitching. The major issue was that Liam did not get to the pitch of the ball. The hands came through with the full bat-swing, the bottom hand came off, and so did the bails.",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,JM Sharma,Jitesh Sharma,32,23,31,5,0,139.13,False,False,"{'wickets': 5, 'runs': 85}",12.1,lbw b Patel,"full ball, and he looks for the sweep. <strong>Given out leg before, but he goes for the review</strong> immediately. He went across the stumps, and he was looking to get it fine. I think the question will simply be if he got a tickle on it. There's a slight spike, but that comes when the ball just grazes the ground. Goes on and hits the stumps, but with umpire's call on impact. He will have to go, but the review is retained",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,M Shahrukh Khan,M Shahrukh Khan,12,20,35,0,0,60.00,False,False,"{'wickets': 8, 'runs': 92}",14.3,c &dagger;Pant b Ahmed,"<strong>edged through to Pant!</strong> That's probably the last surviving hope for Punjab to reach a fighting total. Length ball, angles across him, and he flays at it, but with little feet movement. Gets a decent edge through to the wicketkeeper, as Khaleel wheels off in celebration",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,K Rabada,Kagiso Rabada,2,6,5,0,0,33.33,False,False,"{'wickets': 6, 'runs': 90}",13.4, b Kuldeep Yadav,"fullish, and <strong>through his defence</strong>! Rabada has a hopeful poke at it, from the crease. Didn't really pick the length or the line properly. The ball goes through as he looks to drive, and it rattles somewhere between middle and leg. Kuldeep has deserved some reward for his spell today, and he gets it today",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,NT Ellis,Nathan Ellis,0,2,2,0,0,0.00,False,False,"{'wickets': 7, 'runs': 90}",13.6, b Kuldeep Yadav,"<strong>Kuldeep strikes again!</strong> Just tosses this up, around off, and with the angle of his release, it slides on, and also turns just a touch. Ellis has a tentative attempt at a drive, but his bat also comes down at an angle, and leaves enough room between bat and pad for the ball to sneak in and rattle the stumps",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,RD Chahar,Rahul Chahar,12,12,18,1,1,100.00,False,False,"{'wickets': 9, 'runs': 108}",17.4,c Powell b Lalit Yadav,"sweep, and straight to Rovman Powell at deep backward square leg! Chahar has just made too much of a connection with this ball. It wasn't tossed up a lot, but the line was teasing and tempting, angling in and on the stumps, at a fuller length. Probably there for the sweep, but he failed to keep it down",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,Arshdeep Singh,Arshdeep Singh,9,17,25,2,0,52.94,False,False,"{'wickets': 10, 'runs': 115}",19.6,run out (&dagger;Pant),"full, just outside off, and he has a swing and a miss. Wants a single, but won't be getting anything for this. Pant is quick to come over and whip the bails off. Unselfish, that is one way of looking at it, I guess",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,PBKS,1,VG Arora,Vaibhav Arora,2,4,12,0,0,50.00,False,True,{},,not out,,
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,PP Shaw,Prithvi Shaw,41,20,35,7,1,205.00,False,False,"{'wickets': 1, 'runs': 83}",6.3,c Ellis b Chahar,"Slog-swept to deep-midwicket, where<strong> Ellis balanced himself with a side-twist and took over his left shoulder</strong>! It was a full ball, tossed up outside off, the sweep got the top-edge and the ball was traveling, but Ellis kept his eye on it and settled in well, and maintained his balance",
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,DA Warner,David Warner,60,30,52,10,1,200.00,False,True,{},,not out,,
2022.0,1304078,DC v PBKS,DC,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,SN Khan,Sarfaraz Khan,12,13,17,1,0,92.30,False,True,{},,not out,,
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,Anuj Rawat,Anuj Rawat,4,5,9,1,0,80.00,False,False,"{'wickets': 1, 'runs': 7}",0.5,c Rahul b Chameera,"<B>taken at mid-off.</b> Or is it? Rawat once again looks to hit down the ground but ends up mistiming this fuller delivery. It goes towards mid-off, where Rahul dives forward and across to catch. They are checking upstairs and the third umpire is happy with it, the fingers were under the ball",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,F du Plessis,Faf du Plessis,96,64,106,11,2,150.00,True,False,"{'wickets': 6, 'runs': 181}",19.5,c Stoinis b Holder,"<b>Stoinis holds on this time at deep backward square! Results in heartbreak for du Plessis as he ends on his IPL best of 96 once again!</b> Slower bouncer from Holder, Faf tries to smash a front foot pull over the leg side rope but he's out of energy after more than an hour at the crease and it swirls tamely to Stoinis 10 yards inside the rope, who takes a far less eventful chance than the previous one shelled in the over.",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,V Kohli,Virat Kohli,0,1,2,0,0,0.00,False,False,"{'wickets': 2, 'runs': 7}",0.6,c Hooda b Chameera,"<b>two in two for Chameera.</b> Kohli walks back for a first-ball duck. A wry smile on his face. Sadness on the faces of some of the fans in the stands. It was short of length outside off, Kohli played at it away from the body. But he couldn't keep it down and Hooda pouches it at backward point",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,GJ Maxwell,Glenn Maxwell,23,11,21,3,1,209.09,False,False,"{'wickets': 3, 'runs': 44}",5.2,c Holder b Pandya,"<b>a superb catch by Holder</b>. A length ball around off. Maxwell goes for the reverse sweep but fails to middle it. It goes to the left of Holder, going away from him. But he stretches and gets both hands to it. In the end, he completes the catch with his left hand, falling on the ground",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,SS Prabhudessai,Suyash Prabhudessai,10,9,12,0,1,111.11,False,False,"{'wickets': 4, 'runs': 62}",7.2,c Pandya b Holder,<b>a soft dismissal</b>. Dances down the track to this length ball and looks to work it on the leg side. But looks like it came slower off the surface. Gets lobbed towards short midwicket where Krunal accepts the dolly,
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,Shahbaz Ahmed,Shahbaz Ahmed,26,22,42,1,0,118.18,False,False,"{'wickets': 5, 'runs': 132}",15.2,run out (Rahul/Holder),"back of a length on fifth stump, slapped into the covers straight to KL Rahul, Shahbaz sets off from the non-striker's end but Faf wasn't interested. Relay from Rahul goes to Holder on one bounce at the bowler's end as Shahbaz tries to scamper back. It goes to the third umpire to determine if his bat was over the line before the bails are dislodged. <b>Looks like his bat is on the line, but not past the line and a fifty partnership is now toast. </b>",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,KD Karthik,Dinesh Karthik,13,8,27,0,1,162.50,False,True,{},,not out,,
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,HV Patel,Harshal Patel,0,1,1,0,0,0.00,False,True,{},,not out,,
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,Q de Kock,Quinton de Kock,3,5,15,0,0,60.00,False,False,"{'wickets': 1, 'runs': 17}",2.5,c Maxwell b Hazlewood,"<b>taken at first slip</b>. A length ball angling across de Kock, who pushes at it tentatively and gets an outside edge. Karthik puts in half a dive, leaving it for Maxwell eventually who grabs it with both hands to his right, just above waist height",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,KL Rahul,KL Rahul,30,24,44,3,1,125.00,True,False,"{'wickets': 3, 'runs': 64}",7.6,c &dagger;Karthik b Patel,"a slower one down the leg side. Looks to glance but misses. The umpire says it's not a wide. <B>RCB have opted for a review.</b> And the UltraEdge shows a murmur as the ball passes the bat. Rahul is surprised, he even gestures to the dugout if there was something on the UltraEdge. Kohli, meanwhile, lets out a roar",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,MK Pandey,Manish Pandey,6,8,12,1,0,75.00,False,False,"{'wickets': 2, 'runs': 33}",4.6,c Patel b Hazlewood,"<b>a soft dismissal</b>. Short of length at the body, Pandey goes for the pull but the ball hits him high on the bat. A simple catch for Harshal at forward square leg",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,KH Pandya,Krunal Pandya,42,28,51,5,2,150.00,False,False,"{'wickets': 5, 'runs': 108}",13.4,c Shahbaz Ahmed b Maxwell,he looked uncomfortable the previous few balls and now holes out to deep midwicket. Slightly short on off stump and sticks in the wicket a touch as Krunal struggles keeping his hands back on a pull. He can't get any power behind it and picks out the man on the rope who takes this five yards in at chest height.,
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,DJ Hooda,Deepak Hooda,13,14,27,1,0,92.85,False,False,"{'wickets': 4, 'runs': 100}",12.3,c Prabhudessai b Mohammed Siraj,"<strong>superb effort at deep third man by Suyash!</strong> Short and wide, Hooda goes to uppercut this over the third man rope but gets under it too much. It swirls toward the man charging in from the rope who judges it well sliding on his knees to soften the catch 15 yards in from the boundary.",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,A Badoni,Ayush Badoni,13,13,23,2,0,100.00,False,False,"{'wickets': 6, 'runs': 135}",16.4,c &dagger;Karthik b Hazlewood,"Hazlewood sends down a knuckle slower ball full and very wide outside off, Badoni shuffles away across his stumps and tries to heave this ball from well outside the guidelines into the vacant leg side boundary but pays the price and feathers an edge through to DK.",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,MP Stoinis,Marcus Stoinis,24,15,26,2,1,160.00,False,False,"{'wickets': 7, 'runs': 148}",18.2, b Hazlewood,"<b>cover your children's ears!</b> Stoinis shuffles way way outside off in the context of the previous ball that was not called a wide and is standing almost on the wide guideline trying to play a full ball into the leg side and inside edge's this onto the stumps. He lets out a massive ""F*** you!"" that can be heard through the stump mic clear as day all the way back to Australia before walking off.",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,JO Holder,Jason Holder,16,9,18,0,2,177.77,False,False,"{'wickets': 8, 'runs': 163}",19.5,c Mohammed Siraj b Patel,"bouncer on the body, Holder pulls this and a top edge swirls to deep fine leg. Siraj has to battle the lights coming in off the rope but manages to hang on at ankle height stumbling forward 10 yards inside the rope.",
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,PVD Chameera,Dushmantha Chameera,1,3,9,0,0,33.33,False,True,{},,not out,,
2022.0,1304077,LSG v RCB,LSG,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,LSG,2,Ravi Bishnoi,Ravi Bishnoi,0,1,2,0,0,0.00,False,True,{},,not out,,
2022.0,1304076,RR v KKR,RR,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,RR,1,JC Buttler,Jos Buttler,103,61,93,9,5,168.85,False,False,"{'wickets': 3, 'runs': 183}",16.4,c Varun b Cummins,"superb bouncer. Right at his badge, over the left shoulder, and Buttler gets a top edge on the pull. It carries all the way to the fine leg fence where Chakravarhty doesn't have to move. Buttler walks off with his bat and helmet held high",
