comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
11050,2022.0,1304080,DC v RR,DC,RR,RR,1,2,5,0,"Thakur to Buttler, no run",False,False,False,308967,Jos Buttler,8,9,475281,Shardul Thakur,0.5,0,0,0,1119026,Devdutt Padikkal,0,2,942645.0,Khaleel Ahmed,1.0,0.0,8.0,0.0,,,,,,,False,bowls from a bit wide of the crease. Length ball around off stump. Blocked from near his chest,,
11060,2022.0,1304080,DC v RR,DC,RR,RR,1,2,6,0,"Thakur to Buttler, no run",False,False,False,308967,Jos Buttler,8,10,475281,Shardul Thakur,1.0,1,0,0,1119026,Devdutt Padikkal,0,2,942645.0,Khaleel Ahmed,1.0,0.0,8.0,0.0,,,,,,,False,"and that's a maiden over. Fullish on off stump, and Buttler presses forward to meet at it. Struck back to Shardul. Just the one legbye in the over",,
12010,2022.0,1304080,DC v RR,DC,RR,RR,1,3,1,0,"Lalit Yadav to Padikkal, no run",False,False,False,1119026,Devdutt Padikkal,0,3,930189,Lalit Yadav,0.1,0,0,0,308967,Jos Buttler,8,10,475281.0,Shardul Thakur,1.0,1.0,0.0,0.0,,,,,,,False,"around the stumps. Length ball just outside off, and cut square","<p>Time for spin. Lalit Yadav, IPL economy of under 6.80. Offspin for Padikkal on strike.</p>",
12020,2022.0,1304080,DC v RR,DC,RR,RR,1,3,2,1,"Lalit Yadav to Padikkal, 1 run",False,False,False,1119026,Devdutt Padikkal,1,4,930189,Lalit Yadav,0.2,0,1,0,308967,Jos Buttler,8,10,475281.0,Shardul Thakur,1.0,1.0,0.0,0.0,,,,,,,False,good length just outside off. Punched comfortably to long off for one,,
12030,2022.0,1304080,DC v RR,DC,RR,RR,1,3,3,1,"Lalit Yadav to Buttler, 1 run",False,False,False,308967,Jos Buttler,9,11,930189,Lalit Yadav,0.3,0,2,0,1119026,Devdutt Padikkal,1,4,475281.0,Shardul Thakur,1.0,1.0,0.0,0.0,,,,,,,False,good length on off. Turning into him. Nudged off his waist to midwicket for one,"<p>Cheithanya: ""Shardul usually bowls late 120s - early 130s when plays tests..But his pace has gone up to late 130s in T20s, whereas others like Shami, Bumrah maintain similar pace irrespective of formats.."" -- He said recently that he feels fitter, and therefore is bowling a few kp/h faster.</p>",
12040,2022.0,1304080,DC v RR,DC,RR,RR,1,3,4,0,"Lalit Yadav to Padikkal, no run",False,False,False,1119026,Devdutt Padikkal,1,5,930189,Lalit Yadav,0.4,0,2,0,308967,Jos Buttler,9,11,475281.0,Shardul Thakur,1.0,1.0,0.0,0.0,,,,,,,False,"fullish, fourth-stump line. Worked off the back foot in front of square on the leg side",,
12050,2022.0,1304080,DC v RR,DC,RR,RR,1,3,5,0,"Lalit Yadav to Padikkal, no run",False,False,False,1119026,Devdutt Padikkal,1,6,930189,Lalit Yadav,0.5,0,2,0,308967,Jos Buttler,9,11,475281.0,Shardul Thakur,1.0,1.0,0.0,0.0,,,,,,,False,"nearly yorker length. Lands around middle and leg, and dug back to Lalit. Runs to his left in front of Jos, and intercepts the ball",,
12060,2022.0,1304080,DC v RR,DC,RR,RR,1,3,6,1,"Lalit Yadav to Padikkal, 1 run",False,False,False,1119026,Devdutt Padikkal,2,7,930189,Lalit Yadav,1.0,0,3,0,308967,Jos Buttler,9,11,475281.0,Shardul Thakur,1.0,1.0,0.0,0.0,,,,,,,False,"tidy over even though he offered a couple of half-trackers. Full on off, and flicked off his toes square to the fielder in the deep on the leg side",,
13010,2022.0,1304080,DC v RR,DC,RR,RR,1,4,1,2,"Mustafizur Rahman to Padikkal, 2 runs",False,False,False,1119026,Devdutt Padikkal,4,8,330902,Mustafizur Rahman,0.1,0,2,0,308967,Jos Buttler,9,11,930189.0,Lalit Yadav,1.0,0.0,3.0,0.0,,,,,,,False,"starts off with a length ball outside off, and Padikkal crunches a cut square. Fielder in the deep runs around to stop the four","<p>Mustafizur. IPL economy of 7.77, but less than 1 wicket per game on average.</p>",
13020,2022.0,1304080,DC v RR,DC,RR,RR,1,4,2,4,"Mustafizur Rahman to Padikkal, FOUR",True,False,False,1119026,Devdutt Padikkal,8,9,330902,Mustafizur Rahman,0.2,0,6,0,308967,Jos Buttler,9,11,930189.0,Lalit Yadav,1.0,0.0,3.0,0.0,,,,,,,False,"<B>bit more luck!</b> Fizz goes full and slightly wide. Padikkal reaches out to drive at it. Big drive offered, and it's taken a thick edge over short third man",,
13030,2022.0,1304080,DC v RR,DC,RR,RR,1,4,3,4,"Mustafizur Rahman to Padikkal, FOUR",True,False,False,1119026,Devdutt Padikkal,12,10,330902,Mustafizur Rahman,0.3,0,10,0,308967,Jos Buttler,9,11,930189.0,Lalit Yadav,1.0,0.0,3.0,0.0,,,,,,,False,"<B>first convincing boundary of the evening</b> from a Royals batter. Length ball angling into middle and leg, and the batter gently flicks it off his hips to fine leg",,
13040,2022.0,1304080,DC v RR,DC,RR,RR,1,4,4,4,"Mustafizur Rahman to Padikkal, FOUR",True,False,False,1119026,Devdutt Padikkal,16,11,330902,Mustafizur Rahman,0.4,0,14,0,308967,Jos Buttler,9,11,930189.0,Lalit Yadav,1.0,0.0,3.0,0.0,,,,,,,False,"<B>best of the lot</b> as Padikkal offers shades of Sangakkara in this cover drive for four. Leans forward, meets it low, and offers a proper follow through too",,
13050,2022.0,1304080,DC v RR,DC,RR,RR,1,4,5,0,"Mustafizur Rahman to Padikkal, no run",False,False,False,1119026,Devdutt Padikkal,16,12,330902,Mustafizur Rahman,0.5,0,14,0,308967,Jos Buttler,9,11,930189.0,Lalit Yadav,1.0,0.0,3.0,0.0,,,,,,,False,slows things up. Full on middle and leg. Worked to midwicket,,"<p>Mike : ""This six different bowlers in the powerplay adopted by many teams seem not logical sometimes. Shardul bowls a maiden and you take him off. He will come later and leak runs!""</p>"
13060,2022.0,1304080,DC v RR,DC,RR,RR,1,4,6,0,"Mustafizur Rahman to Padikkal, no run",False,False,False,1119026,Devdutt Padikkal,16,13,330902,Mustafizur Rahman,1.0,0,14,0,308967,Jos Buttler,9,11,930189.0,Lalit Yadav,1.0,0.0,3.0,0.0,,,,,,,False,"full, fifth-stump line. Padikkal thinks he can put it away with a cut, but ends up mistiming it",,
14010,2022.0,1304080,DC v RR,DC,RR,RR,1,5,1,1,"Lalit Yadav to Buttler, 1 run",False,False,False,308967,Jos Buttler,10,12,930189,Lalit Yadav,1.1,0,4,0,1119026,Devdutt Padikkal,16,13,330902.0,Mustafizur Rahman,1.0,0.0,14.0,0.0,,,,,,,False,"full outside off, and he clatters a shot back past the bowler's left to long off",<p>Lalit.</p>,
14020,2022.0,1304080,DC v RR,DC,RR,RR,1,5,2,0,"Lalit Yadav to Padikkal, no run",False,False,False,1119026,Devdutt Padikkal,16,14,930189,Lalit Yadav,1.2,0,4,0,308967,Jos Buttler,10,12,330902.0,Mustafizur Rahman,1.0,0.0,14.0,0.0,,,,,,,False,"around the stumps. Length ball, around off stump. Extra bounce. Punched to cover",,
14030,2022.0,1304080,DC v RR,DC,RR,RR,1,5,3,1,"Lalit Yadav to Padikkal, 1 run",False,False,False,1119026,Devdutt Padikkal,17,15,930189,Lalit Yadav,1.3,0,5,0,308967,Jos Buttler,10,12,330902.0,Mustafizur Rahman,1.0,0.0,14.0,0.0,,,,,,,False,good length ball on off. Punched past cover to the fielder in the deep,,"<p>Naveen Alaparth: """"Adding to Mike. Butler struggled against Khaleel and he has been taken off""""</p>"
14040,2022.0,1304080,DC v RR,DC,RR,RR,1,5,4,0,"Lalit Yadav to Buttler, no run",False,False,False,308967,Jos Buttler,10,13,930189,Lalit Yadav,1.4,0,5,0,1119026,Devdutt Padikkal,17,15,330902.0,Mustafizur Rahman,1.0,0.0,14.0,0.0,,,,,,,False,"good length on off. Turning in, so Buttler backs away to make a bit more room. Plays a flat-batted shot but under-edged onto the deck",,
14050,2022.0,1304080,DC v RR,DC,RR,RR,1,5,5,1,"Lalit Yadav to Buttler, 1 run",False,False,False,308967,Jos Buttler,11,14,930189,Lalit Yadav,1.5,0,6,0,1119026,Devdutt Padikkal,17,15,330902.0,Mustafizur Rahman,1.0,0.0,14.0,0.0,,,,,,,False,length ball outside off and Buttler skips down the ground. Worked off his waist to midwicket,,
14060,2022.0,1304080,DC v RR,DC,RR,RR,1,5,6,0,"Lalit Yadav to Padikkal, no run",False,False,False,1119026,Devdutt Padikkal,17,16,930189,Lalit Yadav,2.0,0,6,0,308967,Jos Buttler,11,14,330902.0,Mustafizur Rahman,1.0,0.0,14.0,0.0,,,,,,,False,"full toss, knee-high. Angling into his body. Flicks it, but can't put it in the gap. Stopped at square leg",,"<p>Siraj: ""I send 3 comments about riyan parag and you dont seem to be interested.. may i know the reason? Is he that powerful?"" -- In a combination that is largely winning, some issues get papered over and overlooked. It will be interesting to see what they do when (if) Royals lose more than they win.</p>"
15010,2022.0,1304080,DC v RR,DC,RR,RR,1,6,1,6,"Ahmed to Buttler, SIX",True,False,False,308967,Jos Buttler,17,15,942645,Khaleel Ahmed,1.1,0,14,0,1119026,Devdutt Padikkal,17,16,930189.0,Lalit Yadav,2.0,0.0,6.0,0.0,,,,,,,False,"<B>forget those first over blues!</b> Full on middle, right in the slot. Buttler clears the front leg and cracks a six over deep midwicket. That's brought the sedate crowd alive.",<p>Last over of the powerplay. Khaleel returns.</p>,"<p>Karthik: ""For all the criticisms, 2 overs for 6 runs inside PP is a steal from Lalit Yadav ""</p>"
15020,2022.0,1304080,DC v RR,DC,RR,RR,1,6,2,2,"Ahmed to Buttler, 2 runs",False,False,False,308967,Jos Buttler,19,16,942645,Khaleel Ahmed,1.2,0,16,0,1119026,Devdutt Padikkal,17,16,930189.0,Lalit Yadav,2.0,0.0,6.0,0.0,,,,,,,False,"<b>swatted away</b> over mid off/cover as Khaleel bowls a gentle length ball on middle and off. Warner runs to the boundary from inside the circle and dives just inside the line to parry it back before tumbling over the line. Has he saved two? Oh yes, what commitment!",,
15030,2022.0,1304080,DC v RR,DC,RR,RR,1,6,3,0,"Ahmed to Buttler, no run",False,False,False,308967,Jos Buttler,19,17,942645,Khaleel Ahmed,1.3,0,16,0,1119026,Devdutt Padikkal,17,16,930189.0,Lalit Yadav,2.0,0.0,6.0,0.0,,,,,,,False,"full toss, knee-high on middle stump. Struck towards cover point, but a dot",,
15040,2022.0,1304080,DC v RR,DC,RR,RR,1,6,4,6,"Ahmed to Buttler, SIX",True,False,False,308967,Jos Buttler,25,18,942645,Khaleel Ahmed,1.4,0,22,0,1119026,Devdutt Padikkal,17,16,930189.0,Lalit Yadav,2.0,0.0,6.0,0.0,,,,,,,False,"<B>clobbered!</b> In the arc, and Buttler ain't missing out. Length ball on middle. And swings across the line. Solid connection, and flies into the lower tier!",,
15050,2022.0,1304080,DC v RR,DC,RR,RR,1,6,5,0,"Ahmed to Buttler, no run",False,False,False,308967,Jos Buttler,25,19,942645,Khaleel Ahmed,1.5,0,22,0,1119026,Devdutt Padikkal,17,16,930189.0,Lalit Yadav,2.0,0.0,6.0,0.0,,,,,,,False,goes for full pace. Length ball outside off and angling away. Keeping it away from his arc. Buttler tries to cut but can't connect,<p>Royals were 29/0 after five overs.</p>,
15060,2022.0,1304080,DC v RR,DC,RR,RR,1,6,6,1,"Ahmed to Buttler, 1 run",False,False,False,308967,Jos Buttler,26,20,942645,Khaleel Ahmed,2.0,0,23,0,1119026,Devdutt Padikkal,17,16,930189.0,Lalit Yadav,2.0,0.0,6.0,0.0,,,,,,,False,<B>44/0 after the powerplay</b> as this full toss at shin height on leg stump is pushed to mid off,,"<p>Prafin: ""@siraj , I know u r frustrated about Parag, so do I but the thing is RR doesn't have another option. Jaiswal or Karun isn't no: 6 batsman. You can't bring in a foreigner for Indian player. And also he is either hitting big shots or getting out ,not wasting balls ,so it's ok.""</p>"
16010,2022.0,1304080,DC v RR,DC,RR,RR,1,7,1,0,"Kuldeep Yadav to Buttler, no run",False,False,False,308967,Jos Buttler,26,21,559235,Kuldeep Yadav,0.1,0,0,0,1119026,Devdutt Padikkal,17,16,942645.0,Khaleel Ahmed,2.0,0.0,23.0,0.0,,,,,,,False,time for Kuldeep. Full just outside off. Turning into him. Fended to the off side,"<p>Sidharth: ""I mean that Warner effort to save two runs might not be shown on the scorecards or highlight reels, but it might just have been the best bit of fielding you've seen this season. Insane speed and presence of mind to flick it back in before touching the toblerones.""</p>",
16020,2022.0,1304080,DC v RR,DC,RR,RR,1,7,2,1,"Kuldeep Yadav to Buttler, 1 run",False,False,False,308967,Jos Buttler,27,22,559235,Kuldeep Yadav,0.2,0,1,0,1119026,Devdutt Padikkal,17,16,942645.0,Khaleel Ahmed,2.0,0.0,23.0,0.0,,,,,,,False,full on middle. Googly turning towards off. Tap and run off the front foot to cover with the batters taking the infielder on,,
16030,2022.0,1304080,DC v RR,DC,RR,RR,1,7,3,0,"Kuldeep Yadav to Padikkal, no run",False,False,False,1119026,Devdutt Padikkal,17,17,559235,Kuldeep Yadav,0.3,0,1,0,308967,Jos Buttler,27,22,942645.0,Khaleel Ahmed,2.0,0.0,23.0,0.0,,,,,,,False,"good length, outside off. Turning away. Tries to cut but misses",,
16040,2022.0,1304080,DC v RR,DC,RR,RR,1,7,4,4,"Kuldeep Yadav to Padikkal, FOUR",True,False,False,1119026,Devdutt Padikkal,21,18,559235,Kuldeep Yadav,0.4,0,5,0,308967,Jos Buttler,27,22,942645.0,Khaleel Ahmed,2.0,0.0,23.0,0.0,,,,,,,False,"<B>swept in front of square</b>. Padikkal plays against the turn. Full outside off, down on one knee, and put away",,
16050,2022.0,1304080,DC v RR,DC,RR,RR,1,7,5,1,"Kuldeep Yadav to Padikkal, 1 run",False,False,False,1119026,Devdutt Padikkal,22,19,559235,Kuldeep Yadav,0.5,0,6,0,308967,Jos Buttler,27,22,942645.0,Khaleel Ahmed,2.0,0.0,23.0,0.0,,,,,,,False,fullish outside off stump. Mistimed cut behind square for one. <B>Fifty stand</b>,,
16060,2022.0,1304080,DC v RR,DC,RR,RR,1,7,6,1,"Kuldeep Yadav to Buttler, 1 run",False,False,False,308967,Jos Buttler,28,23,559235,Kuldeep Yadav,1.0,0,7,0,1119026,Devdutt Padikkal,22,19,942645.0,Khaleel Ahmed,2.0,0.0,23.0,0.0,,,,,,,False,full on middle. Turning into leg. Tucked off his pads to square leg for one,,
17010,2022.0,1304080,DC v RR,DC,RR,RR,1,8,1,0,"Patel to Buttler, no run",False,False,False,308967,Jos Buttler,28,24,554691,Axar Patel,0.1,0,0,0,1119026,Devdutt Padikkal,22,19,559235.0,Kuldeep Yadav,1.0,0.0,7.0,0.0,,,,,,,False,"full outside off. Ball slides in with the arm. Buttler looks to play across the line for a big shot, but chopped between his legs to short fine leg",<p>Time for Axar Patel.</p>,
17020,2022.0,1304080,DC v RR,DC,RR,RR,1,8,2,0,"Patel to Buttler, no run",False,False,False,308967,Jos Buttler,28,25,554691,Axar Patel,0.2,0,0,0,1119026,Devdutt Padikkal,22,19,559235.0,Kuldeep Yadav,1.0,0.0,7.0,0.0,,,,,,,False,good length outside off. Cut to backward point,,
17030,2022.0,1304080,DC v RR,DC,RR,RR,1,8,3,1,"Patel to Buttler, 1 run",False,False,False,308967,Jos Buttler,29,26,554691,Axar Patel,0.3,0,1,0,1119026,Devdutt Padikkal,22,19,559235.0,Kuldeep Yadav,1.0,0.0,7.0,0.0,,,,,,,False,"full outside off, and he goes for the reverse sweep. Decent connection, nearly beats Fizz at conventional short third man, but his dive saves a few runs",,
17040,2022.0,1304080,DC v RR,DC,RR,RR,1,8,4,6,"Patel to Padikkal, SIX",True,False,False,1119026,Devdutt Padikkal,28,20,554691,Axar Patel,0.4,0,7,0,308967,Jos Buttler,29,26,559235.0,Kuldeep Yadav,1.0,0.0,7.0,0.0,,,,,,,False,"<B>you expect that</b> when you bowl in the slot to a left-hand batter who is set. Full just outside off, Padikkal trusts the turn that will come, and therefore he gets down on one knee to hammer a 97m six over cow corner",,
17050,2022.0,1304080,DC v RR,DC,RR,RR,1,8,5,4,"Patel to Padikkal, FOUR",True,False,False,1119026,Devdutt Padikkal,32,21,554691,Axar Patel,0.5,0,11,0,308967,Jos Buttler,29,26,559235.0,Kuldeep Yadav,1.0,0.0,7.0,0.0,,,,,,,False,"Axar overcorrects, and Padikkal punishes him again. Full ball, outside leg stump. Padikkal swats a sweep behind square, and Mustafizur cannot stop it at short fine leg!",,
